,,,"Calgary, City [Census subdivision], Alberta",,,,,,"Alberta [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Income of individuals in 2015","    $50;000 to $59;999",,   83880,,   44665,,   39215,,  276970,,  153985,,  122985,
"Income of individuals in 2015","    $60;000 to $69;999",,   62925,,   35635,,   27290,,  208265,,  127045,,   81220,
"Income of individuals in 2015","    $70;000 to $79;999",,   47940,,   27740,,   20200,,  160580,,  100970,,   59610,
"Income of individuals in 2015","    $80;000 and over",,  153640,,  102905,,   50740,,  460030,,  333895,,  126140,
"Income of individuals in 2015","      $80;000 to $89;999",,   36175,,   21090,,   15085,,  121015,,   78400,,   42620,
"Income of individuals in 2015","      $90;000 to $99;999",,   24895,,   15460,,    9435,,   82020,,   57375,,   24645,
"Income of individuals in 2015","      $100;000 and over",,   92575,,   66355,,   26220,,  257000,,  198120,,   58875,
"Income of individuals in 2015","Total - Employment income groups in 2015 for the population aged 15 years and over in private households - 100% data",33,  996060,,  494560,,  501495,, 3206050,, 1602690,, 1603360,
"Income of individuals in 2015","  Without employment income",,  225825,,   94465,,  131365,,  732385,,  301060,,  431330,
"Income of individuals in 2015","  With employment income",,  770235,,  400100,,  370135,, 2473665,, 1301630,, 1172035,
"Income of individuals in 2015","  Percentage with employment income",,     77.3,,     80.9,,     73.8,,     77.2,,     81.2,,     73.1,
"Income of individuals in 2015","    Under $5;000 (including loss)",,   80405,,   36480,,   43935,,  273835,,  122830,,  151005,
"Income of individuals in 2015","    $5;000 to $9;999",,   49695,,   21210,,   28490,,  164095,,   68100,,   95990,
"Income of individuals in 2015","    $10;000 to $19;999",,   84830,,   36960,,   47870,,  274105,,  113680,,  160430,
"Income of individuals in 2015","    $20;000 to $29;999",,   73285,,   31745,,   41545,,  235620,,   96855,,  138760,
"Income of individuals in 2015","    $30;000 to $39;999",,   70585,,   32870,,   37715,,  227450,,  100650,,  126805,
"Income of individuals in 2015","    $40;000 to $49;999",,   69295,,   33670,,   35620,,  219155,,  103680,,  115475,
"Income of individuals in 2015","    $50;000 to $59;999",,   60915,,   30840,,   30075,,  195145,,   99285,,   95860,
"Income of individuals in 2015","    $60;000 to $69;999",,   50390,,   27590,,   22795,,  163465,,   92950,,   70515,
"Income of individuals in 2015","    $70;000 to $79;999",,   41340,,   23475,,   17870,,  135150,,   83240,,   51910,
"Income of individuals in 2015","    $80;000 and over",,  189485,,  125275,,   64215,,  585640,,  420365,,  165280,
"Income of individuals in 2015","      $80;000 to $89;999",,   33865,,   19910,,   13955,,  111045,,   71210,,   39835,
"Income of individuals in 2015","      $90;000 to $99;999",,   29740,,   17070,,   12665,,   99785,,   62305,,   37480,
"Income of individuals in 2015","      $100;000 and over",,  125885,,   88300,,   37590,,  374815,,  286855,,   87960,
"Income of households in 2015","Total - Income statistics in 2015 for private households by household size - 100% data",34,  466725,,,...,,..., 1527680,,,...,,...
"Income of households in 2015","  Median total income of households in 2015 ($)",,   97334,,,...,,...,   93835,,,...,,...
"Income of households in 2015","  Median after-tax income of households in 2015 ($)",,   83074,,,...,,...,   80300,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for one-person private households - 100% data",,  114185,,,...,,...,  366080,,,...,,...
"Income of households in 2015","      Median total income of one-person households in 2015 ($)",,   52342,,,...,,...,   47948,,,...,,...
"Income of households in 2015","      Median after-tax income of one-person households in 2015 ($)",,   44659,,,...,,...,   41502,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for two-or-more-person private households - 100% data",,  352535,,,...,,..., 1161600,,,...,,...
"Income of households in 2015","      Median total income of two-or-more-person households in 2015 ($)",,  115403,,,...,,...,  111435,,,...,,...
"Income of households in 2015","      Median after-tax income of two-or-more-person households in 2015 ($)",,   98205,,,...,,...,   94830,,,...,,...
"Income of households in 2015","Total - Income statistics in 2015 for private households by household size - 25% sample data",35,  466740,,,...,,..., 1527675,,,...,,...
"Income of households in 2015","  Average total income of households in 2015 ($)",,  137333,,,...,,...,  125522,,,...,,...
"Income of households in 2015","  Average after-tax income of households in 2015 ($)",,  109274,,,...,,...,  101361,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for one-person private households - 25% sample data",,  114230,,,...,,...,  365000,,,...,,...
"Income of households in 2015","      Average total income of one-person households in 2015 ($)",,   71392,,,...,,...,   64341,,,...,,...
"Income of households in 2015","      Average after-tax income of one-person households in 2015 ($)",,   56974,,,...,,...,   52116,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for two-or-more-person private households - 25% sample data",,  352510,,,...,,..., 1162675,,,...,,...
"Income of households in 2015","      Average total income of two-or-more-person households in 2015 ($)",,  158700,,,...,,...,  144729,,,...,,...
"Income of households in 2015","      Average after-tax income of two-or-more-person households in 2015 ($)",,  126221,,,...,,...,  116821,,,...,,...
"Income of households in 2015","Total - Household total income groups in 2015 for private households - 100% data",36,  466725,,,...,,..., 1527680,,,...,,...
"Income of households in 2015","  Under $5;000",,    7100,,,...,,...,   21660,,,...,,...
"Income of households in 2015","  $5;000 to $9;999",,    4365,,,...,,...,   13555,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,    5260,,,...,,...,   18070,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,    9365,,,...,,...,   33045,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,   13750,,,...,,...,   51505,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,   10680,,,...,,...,   38615,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,   11875,,,...,,...,   42580,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,   12920,,,...,,...,   46630,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,   13220,,,...,,...,   46520,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,   13585,,,...,,...,   46825,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,   28325,,,...,,...,   95425,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,   28785,,,...,,...,   95340,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,   27960,,,...,,...,   92345,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,   27130,,,...,,...,   88775,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,   25690,,,...,,...,   84570,,,...,,...
"Income of households in 2015","  $100;000 and over",,  226710,,,...,,...,  712215,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,   55750,,,...,,...,  184595,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,   42560,,,...,,...,  142910,,,...,,...
"Income of households in 2015","    $150;000 to $199;999",,   54985,,,...,,...,  181960,,,...,,...
"Income of households in 2015","    $200;000 and over",,   73410,,,...,,...,  202745,,,...,,...
"Income of households in 2015","Total - Household after-tax income groups in 2015 for private households - 100% data",32,  466725,,,...,,..., 1527680,,,...,,...
"Income of households in 2015","  Under $5;000",,    7680,,,...,,...,   23395,,,...,,...
"Income of households in 2015","  $5;000 to $9;999",,    4435,,,...,,...,   13860,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,    5445,,,...,,...,   18600,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,    9785,,,...,,...,   34540,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,   14760,,,...,,...,   55010,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,   12320,,,...,,...,   44170,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,   14280,,,...,,...,   50280,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,   15685,,,...,,...,   55645,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,   16750,,,...,,...,   57695,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,   17600,,,...,,...,   59195,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,   35505,,,...,,...,  119200,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,   35045,,,...,,...,  116250,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,   33935,,,...,,...,  112675,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,   31940,,,...,,...,  106235,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,   28545,,,...,,...,   95600,,,...,,...
"Income of households in 2015","  $100;000 and over",,  183020,,,...,,...,  565335,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,   57420,,,...,,...,  192795,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,   40215,,,...,,...,  132240,,,...,,...
"Income of households in 2015","    $150;000 and over",,   85380,,,...,,...,  240305,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 100% data",37,  331360,,,...,,..., 1099900,,,...,,...
"Income of economic families in 2015","  Median total income of economic families in 2015 ($)",,  113975,,,...,,...,  109997,,,...,,...
"Income of economic families in 2015","  Median after-tax income of economic families in 2015 ($)",,   96963,,,...,,...,   93588,,,...,,...
"Income of economic families in 2015","  Average family size of economic families",,      3.1,,,...,,...,      3.1,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 100% data",,  113295,,,...,,...,  407300,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families without children or other relatives in 2015 ($)",,  106976,,,...,,...,  101283,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families without children or other relatives in 2015 ($)",,   90329,,,...,,...,   86043,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families without children or other relatives",,      2.0,,,...,,...,      2.0,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 100% data",,  163305,,,...,,...,  511375,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families with children in 2015 ($)",,  135376,,,...,,...,  133186,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families with children in 2015 ($)",,  114195,,,...,,...,  111951,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families with children",,      4.1,,,...,,...,      4.1,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 100% data",,   43290,,,...,,...,  146045,,,...,,...
"Income of economic families in 2015","  Median total income of lone-parent economic families in 2015 ($)",,   67076,,,...,,...,   62909,,,...,,...
"Income of economic families in 2015","  Median after-tax income of lone-parent economic families in 2015 ($)",,   60299,,,...,,...,   57079,,,...,,...
"Income of economic families in 2015","  Average family size of lone-parent economic families",,      2.6,,,...,,...,      2.7,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 25% sample data",38,  331360,,,...,,..., 1101485,,,...,,...
"Income of economic families in 2015","  Average total income of economic families in 2015 ($)",,  159323,,,...,,...,  144493,,,...,,...
"Income of economic families in 2015","  Average after-tax income of economic families in 2015 ($)",,  126269,,,...,,...,  116343,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 25% sample data",,  113280,,,...,,...,  408625,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families without children or other relatives in 2015 ($)",,  154614,,,...,,...,  137805,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families without children or other relatives in 2015 ($)",,  121663,,,...,,...,  110236,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 25% sample data",,  163395,,,...,,...,  512615,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families with children in 2015 ($)",,  183534,,,...,,...,  169354,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families with children in 2015 ($)",,  144540,,,...,,...,  135623,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 25% sample data",,   42935,,,...,,...,  145115,,,...,,...
"Income of economic families in 2015","  Average total income of lone-parent economic families in 2015 ($)",,   88790,,,...,,...,   80406,,,...,,...
"Income of economic families in 2015","  Average after-tax income of lone-parent economic families in 2015 ($)",,   74688,,,...,,...,   68470,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 100% data",21,  187270,,   98085,,   89180,,  577475,,  308835,,  268640,
"Income of economic families in 2015","  Median total income in 2015 for persons aged 15 years and over not in economic families ($)",39,   44339,,   47217,,   41240,,   42598,,   47903,,   37344,
"Income of economic families in 2015","  Median after-tax income in 2015 for persons aged 15 years and over not in economic families ($)",39,   38945,,   40894,,   36765,,   37648,,   41340,,   33785,
"Income of economic families in 2015","Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 25% sample data",40,  186880,,   98015,,   88865,,  573385,,  306195,,  267190,
"Income of economic families in 2015","  Average total income in 2015 for persons aged 15 years and over not in economic families ($)",41,   60494,,   65469,,   55006,,   56856,,   63468,,   49280,
"Income of economic families in 2015","  Average after-tax income in 2015 for persons aged 15 years and over not in economic families ($)",41,   49024,,   52251,,   45465,,   46559,,   50990,,   41481,
"Income of economic families in 2015","Total - Economic family income decile group for the population in private households - 100% data",42, 1222325,,  610570,,  611755,, 3978150,, 1998500,, 1979650,
"Income of economic families in 2015","  In the bottom half of the distribution",,  453645,,  221015,,  232630,, 1527695,,  739210,,  788485,
"Income of economic families in 2015","    In the bottom decile",,   90080,,   44995,,   45085,,  293490,,  143880,,  149605,
"Income of economic families in 2015","    In the second decile",,   80640,,   37540,,   43105,,  278635,,  128055,,  150575,
"Income of economic families in 2015","    In the third decile",,   87230,,   41835,,   45390,,  297695,,  142090,,  155605,
"Income of economic families in 2015","    In the fourth decile",,   93300,,   45835,,   47460,,  315570,,  154815,,  160760,
"Income of economic families in 2015","    In the fifth decile",,  102395,,   50805,,   51590,,  342305,,  170375,,  171935,
"Income of economic families in 2015","  In the top half of the distribution",,  768680,,  389560,,  379125,, 2450450,, 1259285,, 1191160,
"Income of economic families in 2015","    In the sixth decile",,  109200,,   54675,,   54525,,  366250,,  183860,,  182390,
"Income of economic families in 2015","    In the seventh decile",,  117280,,   58930,,   58350,,  397275,,  201465,,  195810,
"Income of economic families in 2015","    In the eighth decile",,  130300,,   65880,,   64420,,  443585,,  227385,,  216200,
"Income of economic families in 2015","    In the ninth decile",,  156320,,   78930,,   77390,,  522545,,  268995,,  253555,
"Income of economic families in 2015","    In the top decile",,  255580,,  131145,,  124435,,  720795,,  377585,,  343215,
"Low income in 2015","Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data",43, 1222325,,  610575,,  611755,, 3925220,, 1971735,, 1953485,
"Low income in 2015","  0 to 17 years",,  267250,,  137070,,  130175,,  893255,,  458330,,  434925,
"Low income in 2015","    0 to 5 years",,   93505,,   47960,,   45550,,  310080,,  158825,,  151260,
"Low income in 2015","  18 to 64 years",,  827250,,  413850,,  413395,, 2580730,, 1298440,, 1282295,
"Low income in 2015","  65 years and over",,  127825,,   59645,,   68180,,  451235,,  214965,,  236265,
"Low income in 2015","In low income based on the Low-income measure; after tax (LIM-AT)",,  113505,,   54495,,   59010,,  363890,,  171945,,  191940,
"Low income in 2015","  0 to 17 years",,   34415,,   17720,,   16695,,  114215,,   58665,,   55555,
"Low income in 2015","    0 to 5 years",,   12405,,    6375,,    6030,,   41755,,   21350,,   20400,
"Low income in 2015","  18 to 64 years",,   68340,,   32690,,   35650,,  210870,,   98415,,  112455,
"Low income in 2015","  65 years and over",,   10750,,    4085,,    6665,,   38800,,   14875,,   23925,
"Low income in 2015","Prevalence of low income based on the Low-income measure; after tax (LIM-AT) (%)",,      9.3,,      8.9,,      9.6,,      9.3,,      8.7,,      9.8,
"Low income in 2015","  0 to 17 years (%)",,     12.9,,     12.9,,     12.8,,     12.8,,     12.8,,     12.8,
"Low income in 2015","    0 to 5 years (%)",,     13.3,,     13.3,,     13.2,,     13.5,,     13.4,,     13.5,
"Low income in 2015","  18 to 64 years (%)",,      8.3,,      7.9,,      8.6,,      8.2,,      7.6,,      8.8,
"Low income in 2015","  65 years and over (%)",,      8.4,,      6.8,,      9.8,,      8.6,,      6.9,,     10.1,
"Low income in 2015","In low income based on the Low-income cut-offs; after tax (LICO-AT)",,  106240,,   52725,,   53510,,  273515,,  134180,,  139335,
"Low income in 2015","  0 to 17 years",,   28440,,   14665,,   13775,,   76930,,   39385,,   37550,
"Low income in 2015","    0 to 5 years",,   10190,,    5245,,    4945,,   28190,,   14420,,   13770,
"Low income in 2015","  18 to 64 years",,   71435,,   35475,,   35960,,  181805,,   88715,,   93095,
"Low income in 2015","  65 years and over",,    6365,,    2590,,    3780,,   14780,,    6085,,    8695,
"Low income in 2015","Prevalence of low income based on the Low-income cut-offs; after tax (LICO-AT) (%)",,      8.7,,      8.6,,      8.7,,      7.0,,      6.8,,      7.1,
"Low income in 2015","  0 to 17 years (%)",,     10.6,,     10.7,,     10.6,,      8.6,,      8.6,,      8.6,
"Low income in 2015","    0 to 5 years (%)",,     10.9,,     10.9,,     10.9,,      9.1,,      9.1,,      9.1,
"Low income in 2015","  18 to 64 years (%)",,      8.6,,      8.6,,      8.7,,      7.0,,      6.8,,      7.3,
"Low income in 2015","  65 years and over (%)",,      5.0,,      4.3,,      5.5,,      3.3,,      2.8,,      3.7,
"Knowledge of languages","Total - Knowledge of languages for the population in private households - 25% sample data",44, 1222405,,  610605,,  611800,, 3978145,, 1998500,, 1979645,
"Knowledge of languages","  Official languages",, 1193310,,  598385,,  594930,, 3920530,, 1974435,, 1946095,
"Knowledge of languages","    English",, 1192105,,  597855,,  594250,, 3916805,, 1972800,, 1944005,
"Knowledge of languages","    French",,   90250,,   41750,,   48490,,  264600,,  123940,,  140660,
"Knowledge of languages","  Non-official languages",,  460425,,  223355,,  237065,, 1082425,,  527770,,  554655,
"Knowledge of languages","    Aboriginal languages",,    1140,,     445,,     700,,   36465,,   17415,,   19045,
"Knowledge of languages","      Algonquian languages",,     820,,     320,,     500,,   29675,,   14120,,   15555,
"Knowledge of languages","        Blackfoot",,     340,,     115,,     220,,    5575,,    2665,,    2905,
"Knowledge of languages","        Cree-Montagnais languages",,     395,,     170,,     225,,   23465,,   11155,,   12310,
"Knowledge of languages","          Atikamekw",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Montagnais (Innu)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Moose Cree",,       0,,       0,,       0,,      25,,       0,,      15,
"Knowledge of languages","          Naskapi",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Northern East Cree",,       0,,      10,,       0,,      90,,      20,,      70,
"Knowledge of languages","          Plains Cree",,      90,,      35,,      55,,    1580,,     620,,     965,
"Knowledge of languages","          Southern East Cree",,       0,,       0,,       0,,      10,,      10,,       0,
"Knowledge of languages","          Swampy Cree",,      15,,       0,,      10,,      45,,      25,,      25,
"Knowledge of languages","          Woods Cree",,      55,,      15,,      40,,    1135,,     525,,     610,
"Knowledge of languages","          Cree; n.o.s.",,     235,,     110,,     115,,   20665,,    9990,,   10675,
"Knowledge of languages","        Eastern Algonquian languages",,       0,,       0,,       0,,      35,,      15,,      15,
"Knowledge of languages","          Malecite",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Mi'kmaq",,       0,,       0,,       0,,      35,,      15,,      15,
"Knowledge of languages","        Ojibway-Potawatomi languages",,     105,,      40,,      60,,     955,,     425,,     530,
"Knowledge of languages","          Algonquin",,       0,,       0,,       0,,      10,,      10,,       0,
"Knowledge of languages","          Ojibway",,      90,,      35,,      55,,     925,,     415,,     505,
"Knowledge of languages","          Oji-Cree",,      10,,       0,,      10,,      20,,      10,,      15,
"Knowledge of languages","          Ottawa (Odawa)",,       0,,       0,,      10,,       0,,       0,,      10,
"Knowledge of languages","        Algonquian languages; n.i.e.",,       0,,       0,,       0,,      10,,      10,,       0,
"Knowledge of languages","      Athabaskan languages",,     130,,      55,,      75,,    2640,,    1255,,    1385,
"Knowledge of languages","        Northern Athabaskan languages",,     125,,      55,,      70,,    2630,,    1250,,    1380,
"Knowledge of languages","          Babine (Wetsuwet'en)",,       0,,       0,,       0,,       0,,      10,,       0,
"Knowledge of languages","          Beaver",,       0,,       0,,       0,,      85,,      50,,      35,
"Knowledge of languages","          Carrier",,       0,,       0,,       0,,      45,,      10,,      35,
"Knowledge of languages","          Chilcotin",,      10,,      10,,      10,,      20,,      15,,      10,
"Knowledge of languages","          Dene",,      20,,      10,,      10,,    2010,,     975,,    1035,
"Knowledge of languages","          Dogrib (Tlicho)",,      10,,       0,,       0,,      75,,      30,,      45,
"Knowledge of languages","          Gwich'in",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","          Sarsi (Sarcee)",,      85,,      40,,      50,,     150,,      65,,      85,
"Knowledge of languages","          Sekani",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Slavey-Hare languages",,       0,,      10,,       0,,     285,,     140,,     145,
"Knowledge of languages","            North Slavey (Hare)",,       0,,       0,,       0,,      25,,      15,,      10,
"Knowledge of languages","            South Slavey",,       0,,       0,,       0,,     190,,      90,,     100,
"Knowledge of languages","            Slavey; n.o.s.",,       0,,       0,,       0,,      75,,      35,,      45,
"Knowledge of languages","          Tahltan languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","            Kaska (Nahani)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","            Tahltan",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Tutchone languages",,       0,,       0,,       0,,       0,,       0,,      10,
"Knowledge of languages","            Northern Tutchone",,       0,,       0,,      10,,      10,,       0,,      10,
"Knowledge of languages","            Southern Tutchone",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Athabaskan languages; n.i.e.",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","      Haida",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","      Inuit languages",,      35,,      15,,      20,,     135,,      50,,      80,
"Knowledge of languages","        Inuinnaqtun (Inuvialuktun)",,      25,,      10,,      10,,      35,,      10,,      25,
"Knowledge of languages","        Inuktitut",,      10,,      10,,       0,,      60,,      20,,      35,
"Knowledge of languages","        Inuit languages; n.i.e.",,      10,,       0,,      10,,      40,,      25,,      20,
"Knowledge of languages","      Iroquoian languages",,      10,,       0,,       0,,      40,,      25,,      10,
"Knowledge of languages","        Cayuga",,       0,,       0,,       0,,       0,,      10,,       0,
"Knowledge of languages","        Mohawk",,      10,,      10,,       0,,      35,,      25,,       0,
"Knowledge of languages","        Oneida",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Iroquoian languages; n.i.e.",,       0,,       0,,       0,,       0,,      10,,      10,
"Knowledge of languages","      Kutenai",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Michif",,      20,,      10,,      20,,     145,,      75,,      70,
"Knowledge of languages","      Salish languages",,       0,,       0,,       0,,      50,,      25,,      25,
"Knowledge of languages","        Comox",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Halkomelem",,       0,,       0,,       0,,      10,,       0,,       0,
"Knowledge of languages","        Lillooet",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Okanagan",,       0,,       0,,       0,,      15,,      10,,      10,
"Knowledge of languages","        Shuswap (Secwepemctsin)",,      10,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","        Squamish",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Straits",,       0,,       0,,      10,,      10,,       0,,       0,
"Knowledge of languages","        Thompson (Ntlakapamux)",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","        Salish languages; n.i.e.",,       0,,       0,,       0,,      10,,       0,,       0,
"Knowledge of languages","      Siouan languages",,     115,,      30,,      90,,    4050,,    2005,,    2045,
"Knowledge of languages","        Dakota",,      65,,      25,,      35,,     530,,     285,,     245,
"Knowledge of languages","        Stoney",,      80,,      20,,      65,,    3650,,    1790,,    1855,
"Knowledge of languages","        Siouan languages; n.i.e.",,       0,,       0,,      10,,      10,,       0,,      10,
"Knowledge of languages","      Tlingit",,       0,,       0,,       0,,      10,,       0,,       0,
"Knowledge of languages","      Tsimshian languages",,      10,,      10,,      10,,      35,,      15,,      15,
"Knowledge of languages","        Gitxsan (Gitksan)",,      15,,      10,,      10,,      20,,      10,,      10,
"Knowledge of languages","        Nisga'a",,       0,,       0,,       0,,      15,,       0,,       0,
"Knowledge of languages","        Tsimshian",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Wakashan languages",,      10,,       0,,       0,,      10,,      10,,       0,
"Knowledge of languages","        Haisla",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Heiltsuk",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Kwakiutl (Kwak'wala)",,       0,,       0,,       0,,      10,,      10,,       0,
"Knowledge of languages","        Nuu-chah-nulth (Nootka)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Wakashan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Aboriginal languages; n.o.s.",,      15,,      10,,       0,,      30,,      15,,      15,
"Knowledge of languages","    Non-Aboriginal languages",,  459295,,  222920,,  236375,, 1046245,,  510495,,  535750,
"Knowledge of languages","      Afro-Asiatic languages",,   40620,,   21290,,   19330,,   96210,,   50675,,   45535,
"Knowledge of languages","        Berber languages",,     200,,     140,,      60,,     540,,     335,,     205,
"Knowledge of languages","          Kabyle",,     110,,      60,,      45,,     225,,     125,,      90,
"Knowledge of languages","          Berber languages; n.i.e.",,      90,,      80,,      10,,     315,,     210,,     110,
"Knowledge of languages","        Cushitic languages",,    3580,,    1825,,    1760,,   15445,,    8055,,    7385,
"Knowledge of languages","          Bilen",,      65,,      40,,      25,,     370,,     235,,     135,
"Knowledge of languages","          Oromo",,    1370,,     715,,     655,,    3125,,    1625,,    1500,
"Knowledge of languages","          Somali",,    2175,,    1085,,    1090,,   12030,,    6240,,    5795,
"Knowledge of languages","          Cushitic languages; n.i.e.",,      30,,      10,,      20,,      55,,      20,,      40,
"Knowledge of languages","        Semitic languages",,   37460,,   19700,,   17760,,   82200,,   43405,,   38800,
"Knowledge of languages","          Amharic",,    5740,,    2905,,    2835,,   10870,,    5595,,    5275,
"Knowledge of languages","          Arabic",,   27555,,   14645,,   12905,,   62730,,   33365,,   29370,
"Knowledge of languages","          Assyrian Neo-Aramaic",,     300,,     145,,     155,,     430,,     225,,     210,
"Knowledge of languages","          Chaldean Neo-Aramaic",,      90,,      45,,      50,,     150,,      70,,      75,
"Knowledge of languages","          Harari",,     100,,      50,,      45,,     340,,     150,,     185,
"Knowledge of languages","          Hebrew",,    1550,,     745,,     810,,    3250,,    1650,,    1600,
"Knowledge of languages","          Maltese",,      30,,      20,,      15,,     145,,      85,,      55,
"Knowledge of languages","          Tigrigna",,    3555,,    1925,,    1630,,    7315,,    3915,,    3400,
"Knowledge of languages","          Semitic languages; n.i.e.",,     245,,     135,,     110,,     450,,     250,,     205,
"Knowledge of languages","        Afro-Asiatic languages; n.i.e.",,     160,,      90,,      65,,     375,,     225,,     145,
"Knowledge of languages","      Austro-Asiatic languages",,   17275,,    8245,,    9035,,   32730,,   15440,,   17290,
"Knowledge of languages","        Khmer (Cambodian)",,    1140,,     620,,     520,,    2700,,    1375,,    1330,
"Knowledge of languages","        Vietnamese",,   16190,,    7650,,    8540,,   30150,,   14130,,   16015,
"Knowledge of languages","        Austro-Asiatic languages; n.i.e.",,       0,,       0,,       0,,      15,,       0,,      10,
"Knowledge of languages","      Austronesian languages",,   58445,,   25225,,   33215,,  145745,,   63615,,   82130,
"Knowledge of languages","        Bikol",,     165,,      70,,     100,,     330,,     150,,     180,
"Knowledge of languages","        Cebuano",,    2675,,    1205,,    1475,,    6690,,    2940,,    3750,
