,,,"Montréal, Ville [Census subdivision], Quebec",,,,,,"Quebec [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Language spoken most often at home","            Mandarin",,   22200,,   10560,,   11640,,   37075,,   17870,,   19200,
"Language spoken most often at home","            Min Dong",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Min Nan (Chaochow; Teochow; Fukien; Taiwanese)",,    1320,,     600,,     720,,    1830,,     830,,    1000,
"Language spoken most often at home","            Wu (Shanghainese)",,     485,,     215,,     265,,     780,,     355,,     420,
"Language spoken most often at home","            Chinese; n.o.s.",,    1620,,     775,,     840,,    2435,,    1190,,    1240,
"Language spoken most often at home","            Chinese languages; n.i.e.",,      15,,       5,,       5,,      40,,      20,,      20,
"Language spoken most often at home","          Tibeto-Burman languages",,      60,,      30,,      30,,     215,,     115,,     100,
"Language spoken most often at home","            Burmese",,      20,,       5,,      10,,      35,,      15,,      20,
"Language spoken most often at home","            Karenic languages",,       0,,       0,,       0,,      65,,      40,,      30,
"Language spoken most often at home","            Tibetan",,      15,,      10,,       5,,      70,,      45,,      30,
"Language spoken most often at home","            Tibeto-Burman languages; n.i.e.",,      25,,      10,,      10,,      40,,      20,,      20,
"Language spoken most often at home","        Tai-Kadai languages",,     900,,     440,,     455,,    2375,,    1145,,    1230,
"Language spoken most often at home","          Lao",,     780,,     395,,     390,,    2150,,    1055,,    1100,
"Language spoken most often at home","          Thai",,     115,,      50,,      70,,     225,,      90,,     135,
"Language spoken most often at home","          Tai-Kadai languages; n.i.e",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","        Turkic languages",,    3345,,    1670,,    1680,,    5120,,    2540,,    2575,
"Language spoken most often at home","          Azerbaijani",,      45,,      20,,      25,,     100,,      50,,      55,
"Language spoken most often at home","          Turkish",,    3110,,    1550,,    1565,,    4715,,    2340,,    2370,
"Language spoken most often at home","          Uyghur",,     100,,      55,,      45,,     140,,      75,,      70,
"Language spoken most often at home","          Uzbek",,      50,,      25,,      25,,     105,,      50,,      55,
"Language spoken most often at home","          Turkic languages; n.i.e.",,      40,,      15,,      25,,      65,,      30,,      35,
"Language spoken most often at home","        Uralic languages",,     990,,     420,,     570,,    2025,,     895,,    1130,
"Language spoken most often at home","          Estonian",,      10,,       0,,      10,,      30,,      10,,      20,
"Language spoken most often at home","          Finnish",,      25,,      15,,      15,,      50,,      20,,      30,
"Language spoken most often at home","          Hungarian",,     955,,     405,,     545,,    1945,,     860,,    1085,
"Language spoken most often at home","          Uralic languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","        Other languages; n.i.e.",,      90,,      55,,      35,,     150,,      90,,      60,
"Language spoken most often at home","  Multiple responses",,  157015,,   76725,,   80290,,  322820,,  157960,,  164860,
"Language spoken most often at home","    English and French",,   28945,,   14840,,   14100,,   86715,,   43820,,   42890,
"Language spoken most often at home","    English and non-official language",,   31285,,   15045,,   16245,,   54400,,   26255,,   28140,
"Language spoken most often at home","    French and non-official language",,   74940,,   35805,,   39130,,  139385,,   66610,,   72775,
"Language spoken most often at home","    English; French and non-official language",,   21850,,   11035,,   10815,,   42320,,   21270,,   21045,
"Other language spoken regularly at home","Total - Other language(s) spoken regularly at home for the total population excluding institutional residents - 100% data",20, 1680910,,  821035,,  859870,, 8066555,, 3977275,, 4089285,
"Other language spoken regularly at home","  None",, 1198670,,  581675,,  616995,, 6825240,, 3356340,, 3468900,
"Other language spoken regularly at home","  English",,  141405,,   71900,,   69510,,  513410,,  263670,,  249735,
"Other language spoken regularly at home","  French",,  132810,,   65560,,   67250,,  320370,,  158340,,  162030,
"Other language spoken regularly at home","  Non-official language",,  163565,,   79705,,   83855,,  317790,,  154450,,  163340,
"Other language spoken regularly at home","    Aboriginal",,     230,,      80,,     150,,    5700,,    2645,,    3060,
"Other language spoken regularly at home","    Non-Aboriginal",,  163335,,   79625,,   83710,,  312085,,  151810,,  160280,
"Other language spoken regularly at home","  English and French",,   18890,,    9545,,    9345,,   36235,,   18285,,   17955,
"Other language spoken regularly at home","  English and non-official language",,   12725,,    6350,,    6380,,   28630,,   14075,,   14555,
"Other language spoken regularly at home","  French and non-official language",,   12055,,    5890,,    6170,,   23470,,   11365,,   12095,
"Other language spoken regularly at home","  English; French and non-official language",,     780,,     410,,     370,,    1420,,     740,,     680,
"Income of individuals in 2015","Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data",21, 1397900,,  678980,,  718920,, 6634295,, 3260155,, 3374145,
"Income of individuals in 2015","  Number of total income recipients aged 15 years and over in private households - 100% data",, 1343685,,  653790,,  689895,, 6417615,, 3160595,, 3257020,
"Income of individuals in 2015","    Median total income in 2015 among recipients ($)",,   28321,,   30656,,   26377,,   32975,,   37842,,   28522,
"Income of individuals in 2015","  Number of after-tax income recipients aged 15 years and over in private households - 100% data",, 1343835,,  653830,,  690010,, 6419175,, 3160780,, 3258400,
"Income of individuals in 2015","    Median after-tax income in 2015 among recipients ($)",,   26237,,   27892,,   24825,,   29535,,   33110,,   26119,
"Income of individuals in 2015","  Number of market income recipients aged 15 years and over in private households - 100% data",, 1150920,,  570610,,  580300,, 5685690,, 2866470,, 2819220,
"Income of individuals in 2015","    Median market income in 2015 among recipients ($)",,   27049,,   30675,,   23748,,   30067,,   35597,,   25012,
"Income of individuals in 2015","  Number of government transfers recipients aged 15 years and over in private households - 100% data",, 1085230,,  504070,,  581160,, 4973245,, 2300800,, 2672445,
"Income of individuals in 2015","    Median government transfers in 2015 among recipients ($)",,    4800,,    2901,,    7380,,    7307,,    5851,,    8246,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households - 100% data",,  945525,,  486595,,  458930,, 4627795,, 2408420,, 2219370,
"Income of individuals in 2015","    Median employment income in 2015 among recipients ($)",,   28610,,   31118,,   26099,,   31263,,   35627,,   27219,
"Income of individuals in 2015","Total - Income statistics in 2015 for the population aged 15 years and over in private households - 25% sample data",22, 1397885,,  678870,,  719015,, 6634280,, 3260040,, 3374245,
"Income of individuals in 2015","  Number of total income recipients aged 15 years and over in private households - 25% sample data",, 1343415,,  653590,,  689825,, 6417010,, 3159415,, 3257595,
"Income of individuals in 2015","    Average total income in 2015 among recipients ($)",,   40079,,   44701,,   35699,,   42546,,   49087,,   36203,
"Income of individuals in 2015","  Number of after-tax income recipients aged 15 years and over in private households - 25% sample data",, 1343565,,  653625,,  689940,, 6418440,, 3159550,, 3258890,
"Income of individuals in 2015","    Average after-tax income in 2015 among recipients ($)",,   32905,,   35776,,   30184,,   34887,,   39292,,   30616,
"Income of individuals in 2015","  Number of market income recipients aged 15 years and over in private households - 25% sample data",, 1150355,,  570415,,  579940,, 5685905,, 2866415,, 2819485,
"Income of individuals in 2015","    Average market income in 2015 among recipients ($)",,   39573,,   45630,,   33616,,   40505,,   47810,,   33079,
"Income of individuals in 2015","  Number of government transfers recipients aged 15 years and over in private households - 25% sample data",, 1084900,,  503345,,  581560,, 4972650,, 2299595,, 2673050,
"Income of individuals in 2015","    Average government transfers in 2015 among recipients ($)",,    7668,,    6334,,    8823,,    8590,,    7846,,    9229,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households - 25% sample data",,  945510,,  486525,,  458985,, 4627775,, 2408655,, 2219120,
"Income of individuals in 2015","    Average employment income in 2015 among recipients ($)",,   39692,,   44345,,   34759,,   40382,,   45974,,   34313,
"Income of individuals in 2015","Total - Employment income statistics for the population aged 15 years and over in private households - 25% sample data",23, 1397885,,  678875,,  719015,, 6634280,, 3260040,, 3374240,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households who worked full year full time in 2015 - 25% sample data",24,  393485,,  216495,,  176990,, 2036965,, 1114940,,  922025,
"Income of individuals in 2015","    Median employment income in 2015 for full-year full-time workers ($)",25,   45987,,   48513,,   43443,,   47111,,   51622,,   42433,
"Income of individuals in 2015","    Average employment income in 2015 for full-year full-time workers ($)",26,   57373,,   62299,,   51348,,   56564,,   62750,,   49085,
"Income of individuals in 2015","Composition of total income in 2015 of the population aged 15 years and over in private households (%) - 100% data",27,    100.0,,    100.0,,    100.0,,    100.0,,    100.0,,    100.0,
"Income of individuals in 2015","  Market income (%)",28,     84.5,,     89.1,,     79.2,,     84.4,,     88.3,,     79.1,
"Income of individuals in 2015","    Employment income (%)",29,     69.8,,     73.9,,     64.9,,     68.4,,     71.4,,     64.6,
"Income of individuals in 2015","  Government transfers (%)",30,     15.5,,     10.9,,     20.8,,     15.6,,     11.7,,     20.9,
"Income of individuals in 2015","Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data",31, 1397900,,  678985,,  718920,, 6634295,, 3260155,, 3374140,
"Income of individuals in 2015","  Without total income",,   54215,,   25190,,   29025,,  216685,,   99555,,  117125,
"Income of individuals in 2015","  With total income",, 1343690,,  653790,,  689895,, 6417615,, 3160595,, 3257020,
"Income of individuals in 2015","  Percentage with total income",,     96.1,,     96.3,,     96.0,,     96.7,,     96.9,,     96.5,
"Income of individuals in 2015","    Under $10;000 (including loss)",,  211945,,  106555,,  105395,,  789595,,  351935,,  437660,
"Income of individuals in 2015","    $10;000 to $19;999",,  276675,,  119270,,  157405,, 1188135,,  476630,,  711500,
"Income of individuals in 2015","    $20;000 to $29;999",,  213200,,   95425,,  117775,,  976210,,  428390,,  547830,
"Income of individuals in 2015","    $30;000 to $39;999",,  168005,,   81390,,   86620,,  852735,,  414105,,  438625,
"Income of individuals in 2015","    $40;000 to $49;999",,  135770,,   65275,,   70500,,  747995,,  378215,,  369780,
"Income of individuals in 2015","    $50;000 to $59;999",,   94615,,   46715,,   47900,,  540265,,  292110,,  248150,
"Income of individuals in 2015","    $60;000 to $69;999",,   65325,,   33640,,   31690,,  375935,,  214805,,  161130,
"Income of individuals in 2015","    $70;000 to $79;999",,   49145,,   26100,,   23040,,  286025,,  164240,,  121790,
"Income of individuals in 2015","    $80;000 to $89;999",,   33880,,   18860,,   15020,,  189350,,  113715,,   75635,
"Income of individuals in 2015","    $90;000 to $99;999",,   22685,,   13565,,    9115,,  122750,,   80090,,   42660,
"Income of individuals in 2015","    $100;000 and over",,   72445,,   47005,,   25440,,  348620,,  246360,,  102255,
"Income of individuals in 2015","      $100;000 to $149;999",,   46530,,   29145,,   17385,,  236515,,  164145,,   72370,
"Income of individuals in 2015","      $150;000 and over",,   25910,,   17855,,    8055,,  112105,,   82215,,   29885,
"Income of individuals in 2015","Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data",32, 1397905,,  678980,,  718920,, 6634295,, 3260150,, 3374140,
"Income of individuals in 2015","  Without after-tax income",,   54065,,   25155,,   28905,,  215120,,   99375,,  115750,
"Income of individuals in 2015","  With after-tax income",, 1343835,,  653830,,  690010,, 6419175,, 3160780,, 3258395,
"Income of individuals in 2015","  Percentage with after-tax income",,     96.1,,     96.3,,     96.0,,     96.8,,     97.0,,     96.6,
"Income of individuals in 2015","    Under $10;000 (including loss)",,  216265,,  107895,,  108370,,  822725,,  359045,,  463675,
"Income of individuals in 2015","    $10;000 to $19;999",,  288340,,  125300,,  163040,, 1246480,,  505165,,  741315,
"Income of individuals in 2015","    $20;000 to $29;999",,  253845,,  116805,,  137045,, 1192885,,  541080,,  651810,
"Income of individuals in 2015","    $30;000 to $39;999",,  209565,,  102120,,  107445,, 1096510,,  553200,,  543315,
"Income of individuals in 2015","    $40;000 to $49;999",,  142420,,   69510,,   72905,,  793150,,  425040,,  368115,
"Income of individuals in 2015","    $50;000 to $59;999",,   86865,,   44745,,   42125,,  498475,,  283130,,  215345,
"Income of individuals in 2015","    $60;000 to $69;999",,   53950,,   29220,,   24730,,  309415,,  180470,,  128945,
"Income of individuals in 2015","    $70;000 to $79;999",,   30835,,   18100,,   12745,,  167895,,  108500,,   59395,
"Income of individuals in 2015","    $80;000 and over",,   61735,,   40130,,   21605,,  291635,,  205155,,   86485,
"Income of individuals in 2015","      $80;000 to $89;999",,   18490,,   11360,,    7125,,   95010,,   64670,,   30335,
"Income of individuals in 2015","      $90;000 to $99;999",,   11545,,    7265,,    4280,,   55980,,   39080,,   16905,
"Income of individuals in 2015","      $100;000 and over",,   31700,,   21505,,   10195,,  140645,,  101405,,   39240,
"Income of individuals in 2015","Total - Employment income groups in 2015 for the population aged 15 years and over in private households - 100% data",33, 1397905,,  678985,,  718915,, 6634295,, 3260155,, 3374145,
"Income of individuals in 2015","  Without employment income",,  452380,,  192390,,  259985,, 2006505,,  851730,, 1154775,
"Income of individuals in 2015","  With employment income",,  945520,,  486595,,  458930,, 4627790,, 2408420,, 2219375,
"Income of individuals in 2015","  Percentage with employment income",,     67.6,,     71.7,,     63.8,,     69.8,,     73.9,,     65.8,
"Income of individuals in 2015","    Under $5;000 (including loss)",,  129415,,   63210,,   66210,,  606300,,  311780,,  294520,
"Income of individuals in 2015","    $5;000 to $9;999",,   82455,,   38605,,   43855,,  367030,,  162150,,  204885,
"Income of individuals in 2015","    $10;000 to $19;999",,  150655,,   72640,,   78020,,  681920,,  305995,,  375920,
"Income of individuals in 2015","    $20;000 to $29;999",,  126295,,   62060,,   64235,,  586140,,  269950,,  316195,
"Income of individuals in 2015","    $30;000 to $39;999",,  113045,,   57585,,   55460,,  565425,,  277135,,  288285,
"Income of individuals in 2015","    $40;000 to $49;999",,   90455,,   45535,,   44920,,  476665,,  247105,,  229560,
"Income of individuals in 2015","    $50;000 to $59;999",,   66290,,   35090,,   31195,,  359180,,  203580,,  155600,
"Income of individuals in 2015","    $60;000 to $69;999",,   48415,,   26380,,   22040,,  266650,,  156255,,  110395,
"Income of individuals in 2015","    $70;000 to $79;999",,   39720,,   21685,,   18030,,  224040,,  129890,,   94150,
"Income of individuals in 2015","    $80;000 and over",,   98775,,   63795,,   34975,,  494440,,  344585,,  149855,
"Income of individuals in 2015","      $80;000 to $89;999",,   25720,,   15455,,   10270,,  139830,,   90295,,   49540,
"Income of individuals in 2015","      $90;000 to $99;999",,   17360,,   10990,,    6370,,   93860,,   64160,,   29700,
"Income of individuals in 2015","      $100;000 and over",,   55685,,   37355,,   18335,,  260745,,  190125,,   70620,
"Income of households in 2015","Total - Income statistics in 2015 for private households by household size - 100% data",34,  779805,,,...,,..., 3531665,,,...,,...
"Income of households in 2015","  Median total income of households in 2015 ($)",,   50227,,,...,,...,   59822,,,...,,...
"Income of households in 2015","  Median after-tax income of households in 2015 ($)",,   44737,,,...,,...,   52207,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for one-person private households - 100% data",,  318325,,,...,,..., 1175230,,,...,,...
"Income of households in 2015","      Median total income of one-person households in 2015 ($)",,   29985,,,...,,...,   31574,,,...,,...
"Income of households in 2015","      Median after-tax income of one-person households in 2015 ($)",,   27376,,,...,,...,   28469,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for two-or-more-person private households - 100% data",,  461475,,,...,,..., 2356430,,,...,,...
"Income of households in 2015","      Median total income of two-or-more-person households in 2015 ($)",,   67818,,,...,,...,   78645,,,...,,...
"Income of households in 2015","      Median after-tax income of two-or-more-person households in 2015 ($)",,   60458,,,...,,...,   67665,,,...,,...
"Income of households in 2015","Total - Income statistics in 2015 for private households by household size - 25% sample data",35,  779795,,,...,,..., 3531665,,,...,,...
"Income of households in 2015","  Average total income of households in 2015 ($)",,   69047,,,...,,...,   77306,,,...,,...
"Income of households in 2015","  Average after-tax income of households in 2015 ($)",,   56694,,,...,,...,   63404,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for one-person private households - 25% sample data",,  318385,,,...,,..., 1174695,,,...,,...
"Income of households in 2015","      Average total income of one-person households in 2015 ($)",,   40111,,,...,,...,   40042,,,...,,...
"Income of households in 2015","      Average after-tax income of one-person households in 2015 ($)",,   33011,,,...,,...,   33262,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for two-or-more-person private households - 25% sample data",,  461415,,,...,,..., 2356970,,,...,,...
"Income of households in 2015","      Average total income of two-or-more-person households in 2015 ($)",,   89013,,,...,,...,   95878,,,...,,...
"Income of households in 2015","      Average after-tax income of two-or-more-person households in 2015 ($)",,   73035,,,...,,...,   78426,,,...,,...
"Income of households in 2015","Total - Household total income groups in 2015 for private households - 100% data",36,  779800,,,...,,..., 3531665,,,...,,...
"Income of households in 2015","  Under $5;000",,   22980,,,...,,...,   47170,,,...,,...
"Income of households in 2015","  $5;000 to $9;999",,   20945,,,...,,...,   56315,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,   36535,,,...,,...,  119570,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,   50620,,,...,,...,  180865,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,   46735,,,...,,...,  179690,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,   41760,,,...,,...,  154150,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,   42575,,,...,,...,  185000,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,   43795,,,...,,...,  184435,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,   42770,,,...,,...,  179855,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,   39400,,,...,,...,  170445,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,   71115,,,...,,...,  313600,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,   57495,,,...,,...,  273620,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,   47510,,,...,,...,  241940,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,   38325,,,...,,...,  208620,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,   30990,,,...,,...,  176355,,,...,,...
"Income of households in 2015","  $100;000 and over",,  146255,,,...,,...,  860030,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,   53650,,,...,,...,  327435,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,   32505,,,...,,...,  204105,,,...,,...
"Income of households in 2015","    $150;000 to $199;999",,   31690,,,...,,...,  192155,,,...,,...
"Income of households in 2015","    $200;000 and over",,   28410,,,...,,...,  136335,,,...,,...
"Income of households in 2015","Total - Household after-tax income groups in 2015 for private households - 100% data",32,  779800,,,...,,..., 3531660,,,...,,...
"Income of households in 2015","  Under $5;000",,   23890,,,...,,...,   50445,,,...,,...
"Income of households in 2015","  $5;000 to $9;999",,   21120,,,...,,...,   57335,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,   36825,,,...,,...,  120860,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,   53100,,,...,,...,  190300,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,   52565,,,...,,...,  202905,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,   49370,,,...,,...,  187365,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,   53440,,,...,,...,  231765,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,   53085,,,...,,...,  225695,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,   49085,,,...,,...,  211990,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,   45885,,,...,,...,  202760,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,   77935,,,...,,...,  363775,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,   60575,,,...,,...,  309825,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,   46000,,,...,,...,  256150,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,   35720,,,...,,...,  208765,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,   27290,,,...,,...,  166295,,,...,,...
"Income of households in 2015","  $100;000 and over",,   93935,,,...,,...,  545440,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,   43190,,,...,,...,  269170,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,   21615,,,...,,...,  130225,,,...,,...
"Income of households in 2015","    $150;000 and over",,   29130,,,...,,...,  146045,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 100% data",37,  424385,,,...,,..., 2261890,,,...,,...
"Income of economic families in 2015","  Median total income of economic families in 2015 ($)",,   69228,,,...,,...,   79378,,,...,,...
"Income of economic families in 2015","  Median after-tax income of economic families in 2015 ($)",,   61440,,,...,,...,   68152,,,...,,...
"Income of economic families in 2015","  Average family size of economic families",,      2.9,,,...,,...,      2.9,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 100% data",,  147710,,,...,,...,  930195,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families without children or other relatives in 2015 ($)",,   68398,,,...,,...,   70075,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families without children or other relatives in 2015 ($)",,   59257,,,...,,...,   60224,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families without children or other relatives",,      2.0,,,...,,...,      2.0,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 100% data",,  174975,,,...,,...,  911980,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families with children in 2015 ($)",,   85922,,,...,,...,  105246,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families with children in 2015 ($)",,   75700,,,...,,...,   88844,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families with children",,      3.9,,,...,,...,      3.9,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 100% data",,   86210,,,...,,...,  364085,,,...,,...
"Income of economic families in 2015","  Median total income of lone-parent economic families in 2015 ($)",,   48091,,,...,,...,   52708,,,...,,...
"Income of economic families in 2015","  Median after-tax income of lone-parent economic families in 2015 ($)",,   44619,,,...,,...,   47805,,,...,,...
"Income of economic families in 2015","  Average family size of lone-parent economic families",,      2.6,,,...,,...,      2.6,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 25% sample data",38,  424155,,,...,,..., 2262045,,,...,,...
"Income of economic families in 2015","  Average total income of economic families in 2015 ($)",,   91334,,,...,,...,   96863,,,...,,...
"Income of economic families in 2015","  Average after-tax income of economic families in 2015 ($)",,   74601,,,...,,...,   79060,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 25% sample data",,  147375,,,...,,...,  929645,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families without children or other relatives in 2015 ($)",,   91609,,,...,,...,   86304,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families without children or other relatives in 2015 ($)",,   73054,,,...,,...,   70167,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 25% sample data",,  175175,,,...,,...,  912560,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families with children in 2015 ($)",,  109831,,,...,,...,  122835,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families with children in 2015 ($)",,   89541,,,...,,...,   99279,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 25% sample data",,   86130,,,...,,...,  363610,,,...,,...
"Income of economic families in 2015","  Average total income of lone-parent economic families in 2015 ($)",,   57956,,,...,,...,   61753,,,...,,...
"Income of economic families in 2015","  Average after-tax income of lone-parent economic families in 2015 ($)",,   50198,,,...,,...,   53052,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 100% data",21,  415420,,  207150,,  208270,, 1433210,,  711180,,  722030,
"Income of economic families in 2015","  Median total income in 2015 for persons aged 15 years and over not in economic families ($)",39,   26434,,   26492,,   26381,,   29195,,   31526,,   27210,
"Income of economic families in 2015","  Median after-tax income in 2015 for persons aged 15 years and over not in economic families ($)",39,   24759,,   24615,,   24877,,   26706,,   28214,,   25434,
"Income of economic families in 2015","Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 25% sample data",40,  415055,,  206890,,  208170,, 1430625,,  708225,,  722405,
"Income of economic families in 2015","  Average total income in 2015 for persons aged 15 years and over not in economic families ($)",41,   36387,,   37108,,   35669,,   37684,,   39840,,   35571,
"Income of economic families in 2015","  Average after-tax income in 2015 for persons aged 15 years and over not in economic families ($)",41,   30277,,   30474,,   30082,,   31513,,   32729,,   30321,
"Income of economic families in 2015","Total - Economic family income decile group for the population in private households - 100% data",42, 1663235,,  814235,,  849005,, 7965455,, 3941475,, 4023970,
"Income of economic families in 2015","  In the bottom half of the distribution",, 1105685,,  533730,,  571950,, 4577885,, 2216770,, 2361115,
"Income of economic families in 2015","    In the bottom decile",,  270515,,  135490,,  135030,,  747785,,  368385,,  379395,
"Income of economic families in 2015","    In the second decile",,  235050,,  108580,,  126470,,  898605,,  408705,,  489900,
"Income of economic families in 2015","    In the third decile",,  234665,,  112495,,  122165,,  997185,,  481975,,  515210,
"Income of economic families in 2015","    In the fourth decile",,  200310,,   96825,,  103480,,  996230,,  490275,,  505960,
"Income of economic families in 2015","    In the fifth decile",,  165145,,   80340,,   84810,,  938080,,  467425,,  470655,
"Income of economic families in 2015","  In the top half of the distribution",,  557555,,  280500,,  277050,, 3387565,, 1724710,, 1662855,
"Income of economic families in 2015","    In the sixth decile",,  139305,,   68705,,   70595,,  881640,,  444865,,  436775,
"Income of economic families in 2015","    In the seventh decile",,  122585,,   61260,,   61325,,  806685,,  409470,,  397220,
"Income of economic families in 2015","    In the eighth decile",,  109275,,   54880,,   54395,,  700450,,  357000,,  343455,
"Income of economic families in 2015","    In the ninth decile",,   94965,,   48590,,   46375,,  557160,,  286195,,  270960,
"Income of economic families in 2015","    In the top decile",,   91430,,   47065,,   44365,,  441630,,  227185,,  214445,
"Low income in 2015","Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data",43, 1663235,,  814235,,  849005,, 7921505,, 3919560,, 4001945,
"Low income in 2015","  0 to 17 years",,  310170,,  157955,,  152215,, 1564410,,  800455,,  763960,
"Low income in 2015","    0 to 5 years",,  117485,,   60060,,   57425,,  532410,,  272790,,  259625,
"Low income in 2015","  18 to 64 years",, 1109830,,  551635,,  558195,, 5021875,, 2498900,, 2522980,
"Low income in 2015","  65 years and over",,  243230,,  104645,,  138590,, 1335220,,  620210,,  715010,
"Low income in 2015","In low income based on the Low-income measure; after tax (LIM-AT)",,  377955,,  181580,,  196375,, 1160190,,  542405,,  617785,
"Low income in 2015","  0 to 17 years",,   75150,,   38305,,   36845,,  222955,,  114410,,  108540,
"Low income in 2015","    0 to 5 years",,   28090,,   14260,,   13825,,   75270,,   38595,,   36670,
"Low income in 2015","  18 to 64 years",,  247190,,  122800,,  124385,,  688130,,  334825,,  353305,
"Low income in 2015","  65 years and over",,   55615,,   20470,,   35140,,  249110,,   93170,,  155930,
"Low income in 2015","Prevalence of low income based on the Low-income measure; after tax (LIM-AT) (%)",,     22.7,,     22.3,,     23.1,,     14.6,,     13.8,,     15.4,
"Low income in 2015","  0 to 17 years (%)",,     24.2,,     24.3,,     24.2,,     14.3,,     14.3,,     14.2,
"Low income in 2015","    0 to 5 years (%)",,     23.9,,     23.7,,     24.1,,     14.1,,     14.1,,     14.1,
"Low income in 2015","  18 to 64 years (%)",,     22.3,,     22.3,,     22.3,,     13.7,,     13.4,,     14.0,
"Low income in 2015","  65 years and over (%)",,     22.9,,     19.6,,     25.4,,     18.7,,     15.0,,     21.8,
"Low income in 2015","In low income based on the Low-income cut-offs; after tax (LICO-AT)",,  319685,,  157660,,  162020,,  731340,,  358085,,  373260,
"Low income in 2015","  0 to 17 years",,   56730,,   28980,,   27750,,  129325,,   66400,,   62925,
"Low income in 2015","    0 to 5 years",,   21205,,   10770,,   10435,,   44375,,   22705,,   21675,
"Low income in 2015","  18 to 64 years",,  224180,,  114575,,  109605,,  514540,,  261485,,  253060,
