,,,"Halifax, Regional municipality [Census subdivision], Nova Scotia",,,,,,"Nova Scotia [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Language spoken most often at home","          Haitian Creole",,       0,,       5,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Creole; n.o.s.",,       5,,      10,,       0,,      15,,       5,,       5,
"Language spoken most often at home","          Creole languages; n.i.e.",,      10,,       5,,       5,,      25,,      10,,      15,
"Language spoken most often at home","        Dravidian languages",,     395,,     225,,     170,,     425,,     240,,     185,
"Language spoken most often at home","          Kannada",,      10,,       5,,       5,,      15,,       5,,      10,
"Language spoken most often at home","          Malayalam",,     135,,      75,,      60,,     140,,      75,,      60,
"Language spoken most often at home","          Tamil",,     120,,      65,,      50,,     140,,      80,,      60,
"Language spoken most often at home","          Telugu",,     125,,      75,,      50,,     125,,      80,,      50,
"Language spoken most often at home","          Dravidian languages; n.i.e.",,       5,,       0,,       0,,       5,,       5,,       5,
"Language spoken most often at home","        Hmong-Mien languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","        Indo-European languages",,    5505,,    2760,,    2740,,    7410,,    3715,,    3690,
"Language spoken most often at home","          Albanian",,     110,,      55,,      55,,     110,,      60,,      55,
"Language spoken most often at home","          Armenian",,      15,,      10,,      10,,      15,,      10,,      10,
"Language spoken most often at home","          Balto-Slavic languages",,    1275,,     625,,     650,,    1405,,     680,,     720,
"Language spoken most often at home","            Baltic languages",,      15,,       5,,      10,,      30,,      10,,      15,
"Language spoken most often at home","              Latvian",,       5,,       5,,       5,,      10,,       5,,      10,
"Language spoken most often at home","              Lithuanian",,      15,,       5,,      10,,      15,,       5,,      10,
"Language spoken most often at home","            Slavic languages",,    1260,,     615,,     635,,    1375,,     675,,     700,
"Language spoken most often at home","              Belarusan",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","              Bosnian",,      65,,      30,,      30,,      65,,      30,,      30,
"Language spoken most often at home","              Bulgarian",,      20,,      15,,      10,,      25,,      15,,      10,
"Language spoken most often at home","              Croatian",,      60,,      25,,      35,,      65,,      25,,      40,
"Language spoken most often at home","              Czech",,      40,,      25,,      15,,      45,,      25,,      20,
"Language spoken most often at home","              Macedonian",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","              Polish",,     180,,      80,,     100,,     235,,     105,,     125,
"Language spoken most often at home","              Russian",,     735,,     370,,     370,,     785,,     385,,     390,
"Language spoken most often at home","              Serbian",,      60,,      30,,      35,,      60,,      25,,      35,
"Language spoken most often at home","              Serbo-Croatian",,      30,,      20,,      15,,      30,,      15,,      10,
"Language spoken most often at home","              Slovak",,      20,,       5,,      15,,      20,,      10,,      15,
"Language spoken most often at home","              Slovene (Slovenian)",,       0,,       0,,       5,,       0,,       0,,       0,
"Language spoken most often at home","              Ukrainian",,      45,,      25,,      20,,      55,,      30,,      20,
"Language spoken most often at home","              Slavic languages; n.i.e.",,       0,,       0,,       0,,       5,,       5,,       0,
"Language spoken most often at home","          Celtic languages",,      20,,      10,,      10,,      60,,      35,,      30,
"Language spoken most often at home","            Scottish Gaelic",,      15,,      10,,       5,,      60,,      35,,      30,
"Language spoken most often at home","            Welsh",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Celtic languages; n.i.e.",,       0,,       0,,       0,,       5,,       0,,       0,
"Language spoken most often at home","          Germanic languages",,     360,,     175,,     185,,    1490,,     725,,     760,
"Language spoken most often at home","            Afrikaans",,      20,,      15,,      10,,      30,,      15,,      15,
"Language spoken most often at home","            Danish",,      10,,       0,,       5,,      15,,       0,,      15,
"Language spoken most often at home","            Dutch",,      45,,      20,,      25,,     135,,      70,,      70,
"Language spoken most often at home","            Frisian",,       0,,       0,,       0,,       5,,       0,,       0,
"Language spoken most often at home","            German",,     235,,     115,,     125,,    1225,,     600,,     625,
"Language spoken most often at home","            Icelandic",,      25,,      10,,      15,,      30,,      10,,      15,
"Language spoken most often at home","            Norwegian",,      15,,       5,,       5,,      20,,       5,,      10,
"Language spoken most often at home","            Swedish",,       5,,       5,,       5,,      15,,       5,,       5,
"Language spoken most often at home","            Vlaams (Flemish)",,       0,,       0,,       0,,       5,,       5,,       5,
"Language spoken most often at home","            Yiddish",,       0,,       0,,       0,,       5,,       0,,       0,
"Language spoken most often at home","            Germanic languages; n.i.e.",,       0,,       0,,       0,,      15,,       5,,      10,
"Language spoken most often at home","          Greek",,     245,,     120,,     125,,     270,,     135,,     130,
"Language spoken most often at home","          Indo-Iranian languages",,    2545,,    1335,,    1210,,    2815,,    1475,,    1335,
"Language spoken most often at home","            Indo-Aryan languages",,    1650,,     885,,     765,,    1850,,     995,,     860,
"Language spoken most often at home","              Bengali",,     230,,     125,,     105,,     250,,     135,,     115,
"Language spoken most often at home","              Gujarati",,      95,,      60,,      30,,     100,,      60,,      35,
"Language spoken most often at home","              Hindi",,     285,,     180,,     110,,     310,,     190,,     120,
"Language spoken most often at home","              Kashmiri",,       5,,       0,,       0,,       5,,       5,,       0,
"Language spoken most often at home","              Konkani",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","              Marathi",,      30,,      15,,      15,,      30,,      15,,      15,
"Language spoken most often at home","              Nepali",,     475,,     235,,     240,,     475,,     235,,     240,
"Language spoken most often at home","              Oriya (Odia)",,       5,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","              Punjabi (Panjabi)",,     205,,     105,,     105,,     250,,     125,,     125,
"Language spoken most often at home","              Sindhi",,       0,,       5,,       0,,       5,,       5,,       0,
"Language spoken most often at home","              Sinhala (Sinhalese)",,      80,,      45,,      45,,      95,,      45,,      50,
"Language spoken most often at home","              Urdu",,     250,,     130,,     120,,     340,,     175,,     165,
"Language spoken most often at home","            Iranian languages",,     895,,     445,,     450,,     960,,     475,,     480,
"Language spoken most often at home","              Kurdish",,      85,,      45,,      35,,      85,,      50,,      40,
"Language spoken most often at home","              Pashto",,      35,,      15,,      15,,      45,,      20,,      20,
"Language spoken most often at home","              Persian (Farsi)",,     780,,     385,,     395,,     825,,     405,,     420,
"Language spoken most often at home","            Indo-Iranian languages; n.i.e.",,       0,,       0,,       0,,       0,,       5,,       0,
"Language spoken most often at home","          Italic (Romance) languages",,     935,,     435,,     500,,    1240,,     595,,     645,
"Language spoken most often at home","            Catalan",,       0,,       0,,       0,,       5,,       0,,       0,
"Language spoken most often at home","            Italian",,     130,,      55,,      70,,     165,,      70,,      85,
"Language spoken most often at home","            Portuguese",,     150,,      70,,      85,,     195,,      90,,     105,
"Language spoken most often at home","            Romanian",,      60,,      30,,      30,,      70,,      35,,      35,
"Language spoken most often at home","            Spanish",,     585,,     275,,     310,,     810,,     390,,     420,
"Language spoken most often at home","            Italic (Romance) languages; n.i.e.",,       0,,       0,,       0,,       5,,       0,,       0,
"Language spoken most often at home","        Japanese",,      80,,      30,,      55,,     110,,      35,,      70,
"Language spoken most often at home","        Kartvelian languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Georgian",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","        Korean",,     610,,     270,,     340,,     710,,     330,,     385,
"Language spoken most often at home","        Mongolic languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Mongolian",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","        Niger-Congo languages",,     145,,      70,,      75,,     165,,      80,,      85,
"Language spoken most often at home","          Akan (Twi)",,       5,,       0,,       5,,      10,,       0,,      10,
"Language spoken most often at home","          Bamanankan",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Edo",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Ewe",,      10,,       5,,       5,,      15,,       5,,       5,
"Language spoken most often at home","          Fulah (Pular; Pulaar; Fulfulde)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Ga",,       5,,       5,,       0,,       5,,       0,,       0,
"Language spoken most often at home","          Ganda",,       5,,       0,,       5,,       5,,       0,,       5,
"Language spoken most often at home","          Igbo",,      10,,       5,,       5,,      15,,       5,,       5,
"Language spoken most often at home","          Lingala",,       0,,       0,,       0,,       0,,       5,,       0,
"Language spoken most often at home","          Rundi (Kirundi)",,      10,,       5,,       0,,      10,,       5,,       5,
"Language spoken most often at home","          Kinyarwanda (Rwanda)",,      20,,       5,,      10,,      15,,      10,,      10,
"Language spoken most often at home","          Shona",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Swahili",,      55,,      25,,      30,,      60,,      30,,      35,
"Language spoken most often at home","          Wolof",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Yoruba",,      15,,      10,,      10,,      20,,      10,,      10,
"Language spoken most often at home","          Niger-Congo languages; n.i.e.",,      10,,       0,,       0,,      10,,       5,,       5,
"Language spoken most often at home","        Nilo-Saharan languages",,      30,,      15,,      15,,      35,,      20,,      20,
"Language spoken most often at home","          Dinka",,       0,,       0,,       0,,      10,,       5,,      10,
"Language spoken most often at home","          Nilo-Saharan languages; n.i.e.",,      25,,      10,,      10,,      25,,      10,,      15,
"Language spoken most often at home","        Sign languages",,     155,,      75,,      80,,     285,,     145,,     140,
"Language spoken most often at home","          American Sign Language",,      65,,      30,,      35,,     110,,      55,,      60,
"Language spoken most often at home","          Quebec Sign Language",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Sign languages; n.i.e",,      90,,      45,,      45,,     175,,      90,,      80,
"Language spoken most often at home","        Sino-Tibetan languages",,    3830,,    1965,,    1865,,    4550,,    2345,,    2200,
"Language spoken most often at home","          Chinese languages",,    3825,,    1965,,    1860,,    4545,,    2345,,    2200,
"Language spoken most often at home","            Cantonese",,     525,,     275,,     250,,     640,,     335,,     310,
"Language spoken most often at home","            Hakka",,       5,,       5,,       5,,       5,,       0,,       0,
"Language spoken most often at home","            Mandarin",,    2935,,    1475,,    1460,,    3410,,    1740,,    1675,
"Language spoken most often at home","            Min Dong",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Min Nan (Chaochow; Teochow; Fukien; Taiwanese)",,      40,,      25,,      20,,      45,,      25,,      25,
"Language spoken most often at home","            Wu (Shanghainese)",,      25,,      10,,      10,,      25,,      10,,      10,
"Language spoken most often at home","            Chinese; n.o.s.",,     295,,     175,,     120,,     415,,     235,,     180,
"Language spoken most often at home","            Chinese languages; n.i.e.",,       0,,       5,,       0,,       5,,       5,,       0,
"Language spoken most often at home","          Tibeto-Burman languages",,       5,,       0,,       5,,       5,,       0,,       5,
"Language spoken most often at home","            Burmese",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Karenic languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Tibetan",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Tibeto-Burman languages; n.i.e.",,       0,,       0,,       0,,       5,,       0,,       5,
"Language spoken most often at home","        Tai-Kadai languages",,      30,,      10,,      15,,      55,,      20,,      35,
"Language spoken most often at home","          Lao",,       5,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Thai",,      25,,      10,,      15,,      55,,      15,,      35,
"Language spoken most often at home","          Tai-Kadai languages; n.i.e",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","        Turkic languages",,     195,,     100,,      90,,     215,,     110,,     105,
"Language spoken most often at home","          Azerbaijani",,       5,,       5,,       5,,       5,,       5,,       0,
"Language spoken most often at home","          Turkish",,     120,,      65,,      55,,     140,,      70,,      75,
"Language spoken most often at home","          Uyghur",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Uzbek",,      70,,      40,,      30,,      70,,      40,,      30,
"Language spoken most often at home","          Turkic languages; n.i.e.",,       0,,       0,,       0,,       0,,       5,,       0,
"Language spoken most often at home","        Uralic languages",,      50,,      25,,      25,,      75,,      35,,      40,
"Language spoken most often at home","          Estonian",,       5,,       0,,       0,,       5,,       5,,       5,
"Language spoken most often at home","          Finnish",,       5,,       0,,       0,,      15,,      10,,       5,
"Language spoken most often at home","          Hungarian",,      45,,      20,,      25,,      55,,      25,,      30,
"Language spoken most often at home","          Uralic languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","        Other languages; n.i.e.",,      10,,       5,,       5,,       5,,       0,,       0,
"Language spoken most often at home","  Multiple responses",,    8290,,    4175,,    4110,,   11540,,    5715,,    5825,
"Language spoken most often at home","    English and French",,    1155,,     535,,     625,,    2180,,     995,,    1185,
"Language spoken most often at home","    English and non-official language",,    6810,,    3475,,    3335,,    8970,,    4515,,    4450,
"Language spoken most often at home","    French and non-official language",,      65,,      35,,      25,,      75,,      40,,      30,
"Language spoken most often at home","    English; French and non-official language",,     260,,     130,,     135,,     315,,     155,,     160,
"Other language spoken regularly at home","Total - Other language(s) spoken regularly at home for the total population excluding institutional residents - 100% data",20,  399315,,  193620,,  205700,,  912295,,  442470,,  469825,
"Other language spoken regularly at home","  None",,  370395,,  179625,,  190765,,  861780,,  418525,,  443260,
"Other language spoken regularly at home","  English",,    9220,,    4720,,    4500,,   17005,,    8480,,    8525,
"Other language spoken regularly at home","  French",,    8480,,    3705,,    4775,,   16390,,    7210,,    9175,
"Other language spoken regularly at home","  Non-official language",,   10600,,    5285,,    5315,,   16275,,    7850,,    8420,
"Other language spoken regularly at home","    Aboriginal",,     105,,      45,,      55,,    2135,,     930,,    1205,
"Other language spoken regularly at home","    Non-Aboriginal",,   10500,,    5240,,    5260,,   14135,,    6920,,    7220,
"Other language spoken regularly at home","  English and French",,     125,,      55,,      70,,     150,,      70,,      80,
"Other language spoken regularly at home","  English and non-official language",,     185,,      90,,     105,,     220,,     105,,     115,
"Other language spoken regularly at home","  French and non-official language",,     305,,     140,,     165,,     470,,     230,,     245,
"Other language spoken regularly at home","  English; French and non-official language",,       5,,       0,,       5,,       5,,       5,,       0,
"Income of individuals in 2015","Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data",21,  336980,,  161865,,  175115,,  774750,,  372455,,  402290,
"Income of individuals in 2015","  Number of total income recipients aged 15 years and over in private households - 100% data",,  323610,,  155400,,  168210,,  744260,,  358055,,  386205,
"Income of individuals in 2015","    Median total income in 2015 among recipients ($)",,   36098,,   42887,,   31010,,   31813,,   38379,,   26750,
"Income of individuals in 2015","  Number of after-tax income recipients aged 15 years and over in private households - 100% data",,  323720,,  155415,,  168310,,  744545,,  358085,,  386455,
"Income of individuals in 2015","    Median after-tax income in 2015 among recipients ($)",,   31759,,   36917,,   27849,,   28627,,   33642,,   24590,
"Income of individuals in 2015","  Number of market income recipients aged 15 years and over in private households - 100% data",,  293375,,  143380,,  149995,,  648960,,  320380,,  328580,
"Income of individuals in 2015","    Median market income in 2015 among recipients ($)",,   34903,,   41773,,   29211,,   29938,,   36363,,   24497,
"Income of individuals in 2015","  Number of government transfers recipients aged 15 years and over in private households - 100% data",,  223275,,   93630,,  129645,,  554985,,  243860,,  311130,
"Income of individuals in 2015","    Median government transfers in 2015 among recipients ($)",,    4492,,    3888,,    4733,,    7438,,    8175,,    6961,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households - 100% data",,  243265,,  121755,,  121510,,  523020,,  264375,,  258645,
"Income of individuals in 2015","    Median employment income in 2015 among recipients ($)",,   34247,,   40179,,   29596,,   29979,,   35676,,   25405,
"Income of individuals in 2015","Total - Income statistics in 2015 for the population aged 15 years and over in private households - 25% sample data",22,  336985,,  161860,,  175125,,  774750,,  372455,,  402295,
"Income of individuals in 2015","  Number of total income recipients aged 15 years and over in private households - 25% sample data",,  323895,,  155370,,  168520,,  744275,,  357820,,  386455,
"Income of individuals in 2015","    Average total income in 2015 among recipients ($)",,   46440,,   55063,,   38490,,   41479,,   49413,,   34132,
"Income of individuals in 2015","  Number of after-tax income recipients aged 15 years and over in private households - 25% sample data",,  324005,,  155400,,  168605,,  744560,,  357855,,  386710,
"Income of individuals in 2015","    Average after-tax income in 2015 among recipients ($)",,   37510,,   43449,,   32036,,   34175,,   39776,,   28993,
"Income of individuals in 2015","  Number of market income recipients aged 15 years and over in private households - 25% sample data",,  293535,,  143480,,  150055,,  648910,,  320370,,  328540,
"Income of individuals in 2015","    Average market income in 2015 among recipients ($)",,   45953,,   55184,,   37127,,   40299,,   48457,,   32345,
"Income of individuals in 2015","  Number of government transfers recipients aged 15 years and over in private households - 25% sample data",,  223870,,   93325,,  130550,,  555740,,  243445,,  312295,
"Income of individuals in 2015","    Average government transfers in 2015 among recipients ($)",,    6935,,    6830,,    7011,,    8495,,    8859,,    8211,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households - 25% sample data",,  243290,,  121815,,  121475,,  523020,,  264475,,  258545,
"Income of individuals in 2015","    Average employment income in 2015 among recipients ($)",,   44086,,   51876,,   36275,,   39522,,   46606,,   32275,
"Income of individuals in 2015","Total - Employment income statistics for the population aged 15 years and over in private households - 25% sample data",23,  336985,,  161860,,  175125,,  774750,,  372455,,  402295,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households who worked full year full time in 2015 - 25% sample data",24,  125025,,   67355,,   57675,,  245425,,  131095,,  114325,
"Income of individuals in 2015","    Median employment income in 2015 for full-year full-time workers ($)",25,   51716,,   58006,,   45767,,   47665,,   53785,,   42236,
"Income of individuals in 2015","    Average employment income in 2015 for full-year full-time workers ($)",26,   61480,,   69028,,   52665,,   56820,,   63886,,   48717,
"Income of individuals in 2015","Composition of total income in 2015 of the population aged 15 years and over in private households (%) - 100% data",27,    100.0,,    100.0,,    100.0,,    100.0,,    100.0,,    100.0,
"Income of individuals in 2015","  Market income (%)",28,     89.6,,     92.4,,     86.0,,     84.6,,     87.7,,     80.7,
"Income of individuals in 2015","    Employment income (%)",29,     71.3,,     74.0,,     67.8,,     66.9,,     69.7,,     63.3,
"Income of individuals in 2015","  Government transfers (%)",30,     10.4,,      7.6,,     14.0,,     15.4,,     12.3,,     19.3,
"Income of individuals in 2015","Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data",31,  336980,,  161865,,  175115,,  774750,,  372455,,  402295,
"Income of individuals in 2015","  Without total income",,   13370,,    6470,,    6905,,   30485,,   14395,,   16090,
"Income of individuals in 2015","  With total income",,  323605,,  155395,,  168210,,  744265,,  358060,,  386205,
"Income of individuals in 2015","  Percentage with total income",,     96.0,,     96.0,,     96.1,,     96.1,,     96.1,,     96.0,
"Income of individuals in 2015","    Under $10;000 (including loss)",,   44140,,   19460,,   24675,,  104125,,   43575,,   60545,
"Income of individuals in 2015","    $10;000 to $19;999",,   49850,,   19060,,   30790,,  134355,,   50310,,   84050,
"Income of individuals in 2015","    $20;000 to $29;999",,   43080,,   16930,,   26150,,  114855,,   47195,,   67660,
"Income of individuals in 2015","    $30;000 to $39;999",,   40175,,   17330,,   22840,,   98325,,   45040,,   53280,
"Income of individuals in 2015","    $40;000 to $49;999",,   35100,,   16240,,   18860,,   79435,,   39605,,   39830,
"Income of individuals in 2015","    $50;000 to $59;999",,   27065,,   14185,,   12880,,   57255,,   32255,,   25000,
"Income of individuals in 2015","    $60;000 to $69;999",,   21005,,   12075,,    8930,,   41715,,   25830,,   15885,
"Income of individuals in 2015","    $70;000 to $79;999",,   17485,,   10065,,    7420,,   33195,,   19945,,   13250,
"Income of individuals in 2015","    $80;000 to $89;999",,   13775,,    8055,,    5725,,   25500,,   14900,,   10605,
"Income of individuals in 2015","    $90;000 to $99;999",,    8680,,    5605,,    3075,,   15530,,   10095,,    5435,
"Income of individuals in 2015","    $100;000 and over",,   23260,,   16390,,    6870,,   39965,,   29300,,   10665,
"Income of individuals in 2015","      $100;000 to $149;999",,   15955,,   10955,,    5000,,   28130,,   20205,,    7925,
"Income of individuals in 2015","      $150;000 and over",,    7305,,    5440,,    1870,,   11835,,    9095,,    2745,
"Income of individuals in 2015","Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data",32,  336980,,  161865,,  175110,,  774750,,  372455,,  402295,
"Income of individuals in 2015","  Without after-tax income",,   13255,,    6450,,    6810,,   30205,,   14370,,   15840,
"Income of individuals in 2015","  With after-tax income",,  323720,,  155415,,  168305,,  744540,,  358085,,  386455,
"Income of individuals in 2015","  Percentage with after-tax income",,     96.1,,     96.0,,     96.1,,     96.1,,     96.1,,     96.1,
"Income of individuals in 2015","    Under $10;000 (including loss)",,   46240,,   19845,,   26395,,  108630,,   44435,,   64195,
"Income of individuals in 2015","    $10;000 to $19;999",,   53290,,   20625,,   32665,,  142975,,   54160,,   88815,
"Income of individuals in 2015","    $20;000 to $29;999",,   53030,,   21525,,   31505,,  138435,,   58900,,   79535,
"Income of individuals in 2015","    $30;000 to $39;999",,   50335,,   22470,,   27865,,  119130,,   56990,,   62145,
"Income of individuals in 2015","    $40;000 to $49;999",,   39395,,   20330,,   19060,,   84245,,   46675,,   37565,
"Income of individuals in 2015","    $50;000 to $59;999",,   28450,,   16475,,   11975,,   56235,,   34590,,   21645,
"Income of individuals in 2015","    $60;000 to $69;999",,   21125,,   12335,,    8790,,   39320,,   23195,,   16125,
"Income of individuals in 2015","    $70;000 to $79;999",,   11710,,    7570,,    4150,,   21210,,   13950,,    7260,
"Income of individuals in 2015","    $80;000 and over",,   20145,,   14240,,    5905,,   34360,,   25185,,    9170,
"Income of individuals in 2015","      $80;000 to $89;999",,    6505,,    4400,,    2110,,   11615,,    8185,,    3430,
"Income of individuals in 2015","      $90;000 to $99;999",,    3930,,    2715,,    1215,,    6825,,    4950,,    1875,
"Income of individuals in 2015","      $100;000 and over",,    9710,,    7130,,    2580,,   15915,,   12050,,    3860,
"Income of individuals in 2015","Total - Employment income groups in 2015 for the population aged 15 years and over in private households - 100% data",33,  336980,,  161865,,  175115,,  774745,,  372455,,  402295,
"Income of individuals in 2015","  Without employment income",,   93715,,   40110,,   53600,,  251730,,  108080,,  143650,
"Income of individuals in 2015","  With employment income",,  243265,,  121755,,  121510,,  523020,,  264370,,  258640,
"Income of individuals in 2015","  Percentage with employment income",,     72.2,,     75.2,,     69.4,,     67.5,,     71.0,,     64.3,
"Income of individuals in 2015","    Under $5;000 (including loss)",,   30525,,   13925,,   16605,,   72940,,   34125,,   38820,
"Income of individuals in 2015","    $5;000 to $9;999",,   19550,,    8455,,   11090,,   45820,,   19475,,   26350,
"Income of individuals in 2015","    $10;000 to $19;999",,   32130,,   14030,,   18100,,   76685,,   33555,,   43130,
"Income of individuals in 2015","    $20;000 to $29;999",,   27975,,   12390,,   15585,,   66155,,   29385,,   36770,
"Income of individuals in 2015","    $30;000 to $39;999",,   27190,,   11870,,   15320,,   60485,,   27455,,   33035,
"Income of individuals in 2015","    $40;000 to $49;999",,   23785,,   10930,,   12860,,   49395,,   24470,,   24925,
"Income of individuals in 2015","    $50;000 to $59;999",,   18560,,    9850,,    8710,,   37685,,   21735,,   15955,
"Income of individuals in 2015","    $60;000 to $69;999",,   15065,,    8810,,    6255,,   28695,,   17955,,   10740,
"Income of individuals in 2015","    $70;000 to $79;999",,   13695,,    7870,,    5820,,   24970,,   14750,,   10220,
"Income of individuals in 2015","    $80;000 and over",,   34790,,   23625,,   11165,,   60175,,   41470,,   18705,
"Income of individuals in 2015","      $80;000 to $89;999",,   11185,,    6570,,    4610,,   20175,,   11645,,    8535,
"Income of individuals in 2015","      $90;000 to $99;999",,    6740,,    4555,,    2185,,   11685,,    7975,,    3715,
"Income of individuals in 2015","      $100;000 and over",,   16865,,   12495,,    4370,,   28310,,   21850,,    6460,
"Income of households in 2015","Total - Income statistics in 2015 for private households by household size - 100% data",34,  173325,,,...,,...,  401990,,,...,,...
"Income of households in 2015","  Median total income of households in 2015 ($)",,   69553,,,...,,...,   60764,,,...,,...
"Income of households in 2015","  Median after-tax income of households in 2015 ($)",,   59263,,,...,,...,   53129,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for one-person private households - 100% data",,   51125,,,...,,...,  118670,,,...,,...
"Income of households in 2015","      Median total income of one-person households in 2015 ($)",,   36087,,,...,,...,   30377,,,...,,...
"Income of households in 2015","      Median after-tax income of one-person households in 2015 ($)",,   31574,,,...,,...,   27511,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for two-or-more-person private households - 100% data",,  122200,,,...,,...,  283320,,,...,,...
"Income of households in 2015","      Median total income of two-or-more-person households in 2015 ($)",,   87785,,,...,,...,   77136,,,...,,...
"Income of households in 2015","      Median after-tax income of two-or-more-person households in 2015 ($)",,   74127,,,...,,...,   66538,,,...,,...
"Income of households in 2015","Total - Income statistics in 2015 for private households by household size - 25% sample data",35,  173335,,,...,,...,  401990,,,...,,...
"Income of households in 2015","  Average total income of households in 2015 ($)",,   86778,,,...,,...,   76797,,,...,,...
"Income of households in 2015","  Average after-tax income of households in 2015 ($)",,   70116,,,...,,...,   63299,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for one-person private households - 25% sample data",,   51155,,,...,,...,  118705,,,...,,...
"Income of households in 2015","      Average total income of one-person households in 2015 ($)",,   44664,,,...,,...,   39601,,,...,,...
"Income of households in 2015","      Average after-tax income of one-person households in 2015 ($)",,   36401,,,...,,...,   32962,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for two-or-more-person private households - 25% sample data",,  122175,,,...,,...,  283285,,,...,,...
"Income of households in 2015","      Average total income of two-or-more-person households in 2015 ($)",,  104412,,,...,,...,   92383,,,...,,...
"Income of households in 2015","      Average after-tax income of two-or-more-person households in 2015 ($)",,   84232,,,...,,...,   76011,,,...,,...
"Income of households in 2015","Total - Household total income groups in 2015 for private households - 100% data",36,  173325,,,...,,...,  401990,,,...,,...
"Income of households in 2015","  Under $5;000",,    3740,,,...,,...,    6830,,,...,,...
"Income of households in 2015","  $5;000 to $9;999",,    3085,,,...,,...,    7755,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,    4965,,,...,,...,   12330,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,    6255,,,...,,...,   20155,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,    6735,,,...,,...,   20210,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,    6515,,,...,,...,   18700,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,    7490,,,...,,...,   21645,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,    7400,,,...,,...,   19995,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,    7445,,,...,,...,   19285,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,    7240,,,...,,...,   18235,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,   13630,,,...,,...,   33450,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,   12720,,,...,,...,   30470,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,   12175,,,...,,...,   27755,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,   11000,,,...,,...,   24340,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,    9455,,,...,,...,   20240,,,...,,...
"Income of households in 2015","  $100;000 and over",,   53480,,,...,,...,  100600,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,   18535,,,...,,...,   38090,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,   12665,,,...,,...,   24330,,,...,,...
"Income of households in 2015","    $150;000 to $199;999",,   13130,,,...,,...,   23445,,,...,,...
"Income of households in 2015","    $200;000 and over",,    9145,,,...,,...,   14730,,,...,,...
"Income of households in 2015","Total - Household after-tax income groups in 2015 for private households - 100% data",32,  173325,,,...,,...,  401990,,,...,,...
"Income of households in 2015","  Under $5;000",,    3890,,,...,,...,    7145,,,...,,...
